CUSTOMER	NAME	ITEMS
3	NBUBVG_02c4058f-55ef-4b21-acfc-7994e816ad77	3
3	NBUBVG_02e72983-c880-499b-abd1-4807d7129d78	2
3	NBUBVG_030c04dc-2fc3-4ebf-8199-93ba53f7224a	6
3	NBUBVG_032839ef-cff6-48c2-909f-4635453500b8	3
3	NBUBVG_0334253f-4fec-4176-ad1e-acb6a2931fdb	3
3	NBUBVG_033f1427-8c80-4995-9923-a30f3f969033	3
3	NBUBVG_0357ce07-b43a-4a6a-9776-79970ebebc47	3
3	NBUBVG_0367ce46-d817-4cdc-81ca-e578eca4015d	2
3	NBUBVG_0370adc0-b570-4a1b-974c-44890bedb540	3
3	NBUBVG_03716e80-437d-41f2-a6d3-8907dacfa79d	3
3	NBUBVG_037ccb62-bba1-45d9-8812-a7e1ced96b8a	3
3	NBUBVG_03939c21-6bd2-49fd-aec3-fa23b91d126c	3
3	NBUBVG_0397c2ee-9b67-42cd-b5d7-ffa2aa5313ac	4
3	NBUBVG_03ad8551-ff0b-4d1e-ad2f-8e7449af81a3	3
3	NBUBVG_04502246-f998-405d-bc82-786a04f6290a	3
3	NBUBVG_0457b9db-003f-4f0c-9931-e618bf5b9898	2
3	NBUBVG_046bedf1-a76d-49ed-a12a-4734e55a06be	4
3	NBUBVG_049ffa20-2648-4fd1-981a-9d241fcb5f5a	5
3	NBUBVG_04ebcaf4-ab6d-4973-8799-a95afe8feb01	2
3	NBUBVG_050293bf-c28f-44dc-a0a9-00842f392a24	3
3	NBUBVG_05518ad4-7f53-4cb3-a996-a6730fb6105f	2
3	NBUBVG_0551d80a-4eef-46b2-b030-281fc6770def	3
3	NBUBVG_05620ed1-79bd-4f11-a694-f07bec65f773	3
3	NBUBVG_057d61aa-67e2-467f-b436-fc05da4312b6	5
3	NBUBVG_05a9d6f4-22c1-491e-9ad0-be0cb63fa6be	5
3	NBUBVG_05cf4a03-b69d-4bd2-b0f6-2334892a4443	1
3	NBUBVG_05e108d8-0099-4c01-9237-fd6854fa082d	4
3	NBUBVG_05e31423-c2e5-4a1d-b37a-beef698f983a	3
3	NBUBVG_05ef08c8-8886-4664-a431-94d74b012d18	3
3	NBUBVG_05f8fa95-4700-4e43-99bb-33754c0d9f93	2
3	NBUBVG_06144dcb-29f1-43fc-9231-9129ad065b4e	2
3	NBUBVG_06194970-9d4c-4c7d-9169-481f4e4c8e86	2
3	NBUBVG_061dea51-2847-41e0-8b9c-52ead7e4a926	3
3	NBUBVG_0631a6eb-fdad-4242-9a37-7182900f4593	3
3	NBUBVG_06673ab1-e1eb-4c9e-b7e0-90af6738f08c	3
3	NBUBVG_06be7974-fe47-44a7-8bcc-dc9d04b635c8	6
3	NBUBVG_06ca30c7-c524-4a7a-9b77-f73ab6912a04	3
3	NBUBVG_06d1281c-0e8b-4dcf-8ad2-4d448f96fad4	3
3	NBUBVG_071655bd-2066-4cd2-9701-8e78796072c6	3
3	NBUBVG_0722c1c7-4460-48d4-b6ce-d427e4e3bce4	18
3	NBUBVG_0741bcde-175b-4bd9-b30e-639b9a75b72d	3
3	NBUBVG_0754ae62-8fe8-48fd-98fb-29404695f677	3
3	NBUBVG_07628507-0887-4d5d-959c-aa265ca42641	2
3	NBUBVG_07756275-6b2b-4fbf-9b9b-55f7e727d8e6	2
3	NBUBVG_079b7e3c-09ba-46a4-8458-fa59fa3ea7a2	2
3	NBUBVG_07aa91e5-7e7b-4c7f-9838-1dac8eb4ad43	3
3	NBUBVG_07b604c3-e03e-49ef-b0b1-22863ee5f399	2
3	NBUBVG_07d46abf-7045-42cf-a86c-65858e47a817	3
3	NBUBVG_081094d1-205a-4594-b9a0-3e4bd2e026ea	2
3	NBUBVG_082a1602-bc3f-4945-b6bb-d195aca7922d	3
3	NBUBVG_08440796-34f6-4b22-96c8-c4e119a23cb5	5
3	NBUBVG_0852aa18-61a1-40a6-8b31-ca2bd4cb3869	3
3	NBUBVG_0854d168-ea84-42f3-8e78-3095a4f15a37	2
3	NBUBVG_086635aa-313b-43e1-8e4c-b7ae67387f6f	3
3	NBUBVG_088034b9-ada8-4c15-8a1c-c361d3eaf5b7	3
3	NBUBVG_088406d3-4e0e-437e-803c-498f5b6b4ffe	5
3	NBUBVG_08885384-4401-436b-a3b3-38d40bc0e4e6	3
3	NBUBVG_088a85f1-0608-44b4-b504-a5ff69cde614	3
3	NBUBVG_088c091d-169f-41f5-a118-bc6cb7d5431c	2
3	NBUBVG_089ca6fd-b1c8-4cf9-ac1e-f3de8765f7b0	2
3	NBUBVG_08a63a0e-ffc0-4bfc-99ac-184efbd374be	3
3	NBUBVG_08bb5ca5-bbb3-46d0-9810-1cdb674c1f9b	3
3	NBUBVG_08c52ba3-18c1-4864-bcdd-49806b42b54e	2
3	NBUBVG_08edabee-afaa-460c-8bf7-53ec908630fa	2
3	NBUBVG_091318a5-4f7c-459f-8575-9cd61e61b961	2
3	NBUBVG_09194e38-8679-41e5-8024-e9332ac075ac	3
3	NBUBVG_0921626d-334f-463b-944c-f32c01b55594	2
3	NBUBVG_092217b6-30c0-413a-8218-f202320a318c	5
3	NBUBVG_0926cacb-9b6b-44d3-a20a-7174c49f76aa	5
3	NBUBVG_0940bd02-34e9-4215-8208-928a9cc0d32d	3
3	NBUBVG_0942d67f-0f16-4454-aae3-df717b79ee43	3
3	NBUBVG_0966c77c-485e-4c54-9c48-e981b0e05d4d	3
3	NBUBVG_097cc7ce-d0d8-4af1-83c7-c3b1649566ac	12
3	NBUBVG_0985c34e-0d55-4df6-a62c-b4f4cd253c2e	5
3	NBUBVG_09930320-c748-4061-bf2d-f7234ac04805	3
3	NBUBVG_09a2b317-ea54-4808-897b-0428ae1aedd9	1
3	NBUBVG_09b623a3-b8f2-4f59-9d66-3d8a5e7d1cac	3
3	NBUBVG_09b83c66-97d4-448f-9060-fa778001c744	2
3	NBUBVG_09c1c069-3676-4319-b230-a3c2c8c9fbf9	12
3	NBUBVG_09d4bdb8-3eea-473f-953f-ff432d7c2c6f	2
3	NBUBVG_09daa1d9-fe5a-4c5c-86fe-db733fcd7e43	3
3	NBUBVG_09e85962-b810-4763-b442-675636662ec7	3
3	NBUBVG_0a30c478-c6d4-4fcc-b796-a858f1205d2e	3
3	NBUBVG_0a3fa676-57df-461c-9d8a-71a14f2c6fe7	2
3	NBUBVG_0a93f35d-7240-48bd-abba-9ed0c11279d0	3
3	NBUBVG_0aa871ae-93f1-47dc-99e1-02e17b11be52	3
3	NBUBVG_0aaa56f9-fffe-4536-aa76-dc0eee34c4e7	3
3	NBUBVG_0ab05f16-6fe1-4534-a614-a11ab8e7dec9	3
3	NBUBVG_0acfdbf2-dd32-43f5-b7ac-3070cd8225e9	3
3	NBUBVG_0ad2e017-6495-4789-96b0-b14ed5ea7e5d	3
3	NBUBVG_0ad7e8f9-a27e-471e-9612-0cff47f722dd	2
3	NBUBVG_0adb0491-682e-4cd1-b86a-ac23fe658e29	4
3	NBUBVG_0b0191ed-1663-4211-b7e5-e15495b7c6c1	3
3	NBUBVG_0b346ff5-723b-4870-86e5-7e86851e1e95	3
3	NBUBVG_0b3e5ced-6f6a-4141-96a8-9012e9507bbe	2
3	NBUBVG_0b3f42a2-bea0-41eb-88f3-45581fd901be	3
3	NBUBVG_0b63dc89-46fe-4636-93f4-f416d5e16914	3
3	NBUBVG_0b7c79a9-d8c0-4815-85a8-36d325529b0c	3
3	NBUBVG_0b85569f-29b3-4733-b284-a819d7670781	5
3	NBUBVG_0ba87749-6f88-4ba6-a7ca-c4d4fb289596	2
3	NBUBVG_0bb37a19-88be-4709-83d4-aec8d7a7f574	3
3	NBUBVG_0bbb5beb-0885-4a41-9fe5-148fa6261916	2
3	NBUBVG_0bbbe10e-a003-4005-b5a1-c6ec1ca0af3a	3
3	NBUBVG_0c0e9fd4-aa8a-447c-8698-c0c88105c8fa	3
3	NBUBVG_0c574e81-5182-4798-ad4a-2f3a6b6d26b9	3
3	NBUBVG_0c68a880-927b-40a0-81e7-79d08f077513	2
3	NBUBVG_0c6a24f1-fda6-4b93-9cff-4247d542a9b1	3
3	NBUBVG_0c7b4c81-8dd6-4f19-8102-4d8343b187be	3
3	NBUBVG_0c951deb-e4fc-4c25-98f8-5e955c657bd0	3
3	NBUBVG_0cefd3ca-9f42-4a26-9407-5d3885dc8c59	3
3	NBUBVG_0cf2d758-0c41-475d-b243-ae1c0483f9e0	2
3	NBUBVG_0d231fd7-681a-40d9-95e8-0fe53a18cc00	10
3	NBUBVG_0d4c1b20-83ba-46b1-8871-d27b7dedc209	3
3	NBUBVG_0d6d6ddc-0b97-43f8-a888-239508ba5e60	3
3	NBUBVG_0d82fe2d-6ebb-470c-92c7-b489d687633e	3
3	NBUBVG_0d8c2f1b-a5db-4953-abc3-cb89c9195f22	3
3	NBUBVG_0d9dbc5f-615b-431c-842a-fe5635f0823f	3
3	NBUBVG_0da4e048-a25d-4841-aa9c-a8a1bd024864	4
3	NBUBVG_0dade8d7-fe6c-4b1b-a652-4c5651f9dfab	3
3	NBUBVG_0dc94af8-dc73-4e4d-a39d-c56ad4989d58	2
3	NBUBVG_0dca20dd-0021-46ec-ad41-38e1bf93582e	10
3	NBUBVG_0de5ac98-4197-45ea-ac8b-59a31401f811	18
3	NBUBVG_0df100d6-afb4-4a38-9300-6511c41c1e98	2
3	NBUBVG_0df6fc84-5eb5-4f36-95c1-42543fe0dee0	2
3	NBUBVG_0e192ca8-52a7-4cc0-94d1-7544b23e5d17	3
3	NBUBVG_0e424868-af00-4851-9bf6-257f537c8267	4
3	NBUBVG_0e519f89-32f4-481a-ba84-ddacfed5acbd	1
3	NBUBVG_0e6ccdd5-e3b5-4774-9c50-86a3e9a531e6	4
3	NBUBVG_0e7a39d6-4348-4d6d-b0ce-8f0c471b1b44	3
3	NBUBVG_0e842266-d7a8-46ee-894c-b3a320e95ab5	3
3	NBUBVG_0ea97aa6-9134-48ec-945b-2265a7af855d	3
3	NBUBVG_0ebc453e-abbe-4f23-9094-4e56591d7580	3
3	NBUBVG_0ece3a17-efd6-48bc-81ad-211ffb912435	2
3	NBUBVG_0ed2aa46-aa3a-4935-81d6-0ec3a41fb421	2
3	NBUBVG_0ed9a72f-4f6a-4caf-ae9f-22b6e303f0ac	4
3	NBUBVG_0ee5b550-7e30-4d68-8213-d2205e6c022f	3
3	NBUBVG_0ef40688-ada8-43e4-863f-fd6784c716e6	4
3	NBUBVG_0f3de179-ca01-43b0-a939-ee40ed93e73d	3
3	NBUBVG_0f4e325c-6557-4025-bc11-724e937d42a2	3
3	NBUBVG_0f7d6367-8776-4f02-bd0c-5b70c8f829ff	5
3	NBUBVG_0fa34a4f-44a9-4503-995d-ad33623f662e	3
3	NBUBVG_0fafd0aa-7dce-4e07-8e7f-4c14cbe3e163	3
3	NBUBVG_0fb07a79-8a80-44d7-8ba9-28083661aeed	3
3	NBUBVG_0fb6b664-0643-4301-9aaf-30b6a86194bf	3
3	NBUBVG_0fc7c83a-0f5e-47a7-b99c-8ded1568c3f5	4
3	NBUBVG_100baf9d-3484-4e8f-8c15-524790154be7	3
3	NBUBVG_10386070-098e-496c-938f-ee3ce6bc5ff5	3
3	NBUBVG_10780e55-66a7-4ed9-bf8e-f468ab92c8b5	2
3	NBUBVG_109cb06a-264c-454d-85be-4e358f80f135	3
3	NBUBVG_10ac46a3-afae-4526-8b3c-e27f1f97a987	2
3	NBUBVG_10bf5528-409d-40b6-84d7-acbbadd10b9b	5
3	NBUBVG_10d29ab9-2cac-448f-9045-be56fc4ed152	4
3	NBUBVG_112f7368-06f3-42b9-9bf2-17b01ecd15d4	3
3	NBUBVG_1165f4af-3220-470e-991c-a23617f99241	2
3	NBUBVG_117cda22-0889-4910-ac9c-a6a99c100007	3
3	NBUBVG_11a162b9-fe24-4947-b0f9-c795d9489596	3
3	NBUBVG_11a3c18b-88f2-4543-ae66-e4a5e64f1bc2	1
3	NBUBVG_11b1a441-36fb-4d0a-b01c-6c92e17646bf	2
3	NBUBVG_11d142f5-1fb6-4192-aad7-0c19f3509fef	2
3	NBUBVG_12206973-6b75-43e2-a54b-5a2cd37aea78	3
3	NBUBVG_1231b686-466d-4032-87a9-6b051800493a	3
3	NBUBVG_125ffd77-3196-4f1b-a6a5-c410344052d3	3
3	NBUBVG_1286cebe-c9d7-4612-bd6a-cec53e8b454d	2
3	NBUBVG_128a6979-9c33-49cb-bbc2-83f94bf62745	3
3	NBUBVG_128c0266-40a2-4765-b5c1-b3fe21ca0de6	5
3	NBUBVG_12a2eea9-d6f1-4ecc-97bf-c051301586fd	2
3	NBUBVG_12b0e920-b627-4a19-87ae-4d53205548c7	3
3	NBUBVG_12d2aca1-cd0e-4ac3-a425-2b8e97d67ae4	1
3	NBUBVG_12f1fcdd-2920-4278-840b-0957d4d64a61	3
3	NBUBVG_13140bc1-1d23-41ed-9a70-65e1d9dd9d65	3
3	NBUBVG_131cdea1-a575-4871-9ab5-af9b0b5e8724	3
3	NBUBVG_1336d8da-d021-410b-ab4a-963db9df8a8a	2
3	NBUBVG_13398877-8e60-4ebe-8f12-3530d26d3356	3
3	NBUBVG_135b330b-0b7e-4ad2-83a3-801b0028b637	5
3	NBUBVG_1369be6e-dd94-44d0-b8cc-66265bc56497	3
3	NBUBVG_13a06611-4831-4ef0-b3bc-7da5489cc8be	3
3	NBUBVG_13efbff8-63f6-4b34-9e75-5cf3cb6921ec	2
3	NBUBVG_140c76c7-2df5-42af-81b5-073217f484e5	3
3	NBUBVG_1412a0ab-47e6-4fb8-a4ac-48880d632d1f	4
3	NBUBVG_142f7026-7ccc-4029-b309-29d433b5e951	3
3	NBUBVG_142fa261-b01c-4659-9f04-08478ed04aa1	3
3	NBUBVG_1432bd04-c378-48ab-b72d-61dbb1f34a54	3
3	NBUBVG_1443e624-1372-4e54-8990-d882c24b5ecf	3
3	NBUBVG_144ff4e2-bb7d-4e93-aeed-e8e841941529	2
3	NBUBVG_1460a317-1818-4dbd-a89d-92ba969d322b	2
3	NBUBVG_1475843f-eb36-4aea-b7b9-cb0e05a45036	2
3	NBUBVG_1476bb8b-dc02-4f8c-98ad-f77b8ff1645b	3
3	NBUBVG_14800fbb-7881-4c45-b942-5800d0518bf1	3
3	NBUBVG_14a158e9-ef26-4155-a8d4-81546e68a1d2	3
3	NBUBVG_14d0dd44-318e-4c23-bc8f-560634f5e9c2	2
3	NBUBVG_1502ce2b-759d-4c9a-8ebd-51f9c1f0f45e	4
3	NBUBVG_1510cbcb-545f-4636-bad9-9235e46488aa	2
3	NBUBVG_15182700-b3ca-4821-82f8-49c2ab12bcdf	2
3	NBUBVG_151977dd-b959-497c-b07a-912cc5cec0e6	3
3	NBUBVG_1529f0e1-6641-4a4b-b87c-78b137e5a902	3
3	NBUBVG_153c7d07-157b-4bd4-86db-cb1723251954	3
3	NBUBVG_15508497-32bd-4663-a693-41cc5d96ce80	3
3	NBUBVG_15536111-5f93-40fc-bfe2-f5baf37a166b	3
3	NBUBVG_1557b923-6d82-423c-8d69-d84ebbf59c90	3
3	NBUBVG_155d0a05-2687-4549-b1dc-1aeb4901b154	2
3	NBUBVG_15671486-7839-4a88-ae94-39ad7142ec88	6
3	NBUBVG_157d34f2-7a1f-4630-8e22-e8165b6409b1	2
3	NBUBVG_15876a9c-7860-4506-8f8a-dcf8a83de81c	3
3	NBUBVG_15a55590-5faf-4a29-8206-babf3c8cb080	3
3	NBUBVG_15acef52-6c5f-4c4b-8d1e-c1f12828b116	3
3	NBUBVG_15b833e1-5f2b-4842-9b86-2e00746c3621	3
3	NBUBVG_162dcfbd-dcb8-4177-b58e-8c4850c25191	3
3	NBUBVG_162e318c-30bf-473f-ad28-3a713e774651	2
3	NBUBVG_1652233b-349c-4046-b3da-b359113252d2	3
3	NBUBVG_16a12198-a897-4d5d-8896-03de6f2bb5fe	3
3	NBUBVG_16a535f1-0392-40c7-84bf-92c86e5f48b4	1
3	NBUBVG_16bd59be-6046-4ea3-bc7a-c035b5d5b63d	4
3	NBUBVG_16d99343-671a-463e-b16d-19bf1a6a277b	2
3	NBUBVG_16db5e14-4bd6-4dfa-9c17-be30564a7ef1	2
3	NBUBVG_16ea4407-b275-488b-9411-7d198a4e3269	3
3	NBUBVG_16ed98c3-f6c7-4a13-906e-61eacc1b0821	3
3	NBUBVG_16feb108-d636-4921-8bb4-6d26fbb32cac	3
3	NBUBVG_170af5ca-a346-4c98-a6f4-901e96d2648a	2
3	NBUBVG_17253178-df9a-4dac-ba5f-4110f3059223	3
3	NBUBVG_17457390-3e6a-4203-9d50-96bff558ac66	3
3	NBUBVG_176c4a8e-4ffd-46ad-8dad-e7b686e4cf6f	4
3	NBUBVG_17762638-d5f0-4cb0-8c3e-bf078d7af0ec	3
3	NBUBVG_177f2828-e166-474f-8f02-1b8692fe9256	3
3	NBUBVG_179241a5-ee50-49f1-b2ee-8a0dda7b6136	2
3	NBUBVG_17b25e65-ee10-43ed-9a8a-2ccff9729ab0	3
3	NBUBVG_17c3c332-9a48-492a-b8e1-8dbcc3e6e17e	3
3	NBUBVG_17cbe5b6-9986-400b-8b67-ace8f8a5a07b	3
3	NBUBVG_17d17810-5307-44fd-a288-ccd4c8f6ae92	2
3	NBUBVG_17eecf30-bfc9-48e9-ad00-8c6fd01bde84	3
3	NBUBVG_181b57f4-2447-47d8-a75a-09e2b23eb583	2
3	NBUBVG_182b978c-170c-4094-b561-7ada75b18cee	3
3	NBUBVG_1840eb21-749c-4afc-8b08-b529d19d705a	3
3	NBUBVG_1843d55c-5ca0-402b-8893-680fb1ad886e	3
3	NBUBVG_18442004-5acc-4173-a79d-f8cd333cb6fa	3
3	NBUBVG_184922ac-2950-4228-8435-2db2ce7af108	3
3	NBUBVG_18624e6c-b6a9-4fc2-b984-5f38d7580502	3
3	NBUBVG_1897e66c-807a-4de3-b036-91db0d894451	3
3	NBUBVG_18ccf7a8-7297-4071-a776-bc48010f228c	3
3	NBUBVG_18d0ea5f-56ff-4ffb-936b-6fa4abcdb2fb	4
3	NBUBVG_18d890ab-5c89-4cdc-9f54-83583c56db17	2
3	NBUBVG_18dd9944-1a5a-45b1-a3ec-630eefc1985e	3
3	NBUBVG_18e7e738-1381-40b9-b51a-cbf37a1b94ba	3
3	NBUBVG_18ec7ee3-6293-45e9-b5f5-6b13f06b37ad	3
3	NBUBVG_18f8147c-6d9f-40a8-b277-e8ec7395797d	3
3	NBUBVG_192ca1cf-b476-411d-999a-bf1b6a299d54	3
3	NBUBVG_19507c4c-c964-423f-a1c8-90b4bff48a49	1
3	NBUBVG_1989a3b5-d92e-4ebb-b2bc-f0a2ec6d354f	9
3	NBUBVG_19a6cf98-646d-4cc5-b657-946a0b3481ad	3
3	NBUBVG_19b36e88-e5db-4c53-a912-0566be5b3928	2
3	NBUBVG_19b66dbf-61c0-4c43-b4b0-c83df328ea3d	3
3	NBUBVG_19c0a063-b3fc-4e8b-97d0-6700d957effe	3
3	NBUBVG_19dfa8e4-f4e4-4631-8247-7d808a3afaa7	3
3	NBUBVG_19f0eed6-ad17-477e-8ca0-2bce76cac1ea	3
3	NBUBVG_1a026eda-5f8d-40a8-a95d-b5b153617f13	3
3	NBUBVG_1a03f92d-93e4-4910-aea8-2aa2bac2d20f	5
3	NBUBVG_1a1d6fe5-9e50-4790-99ae-695a449200dc	2
3	NBUBVG_1a244476-1d57-488c-a50c-4454d40f0834	3
3	NBUBVG_1a245f1d-d7f7-4ffa-91f8-99f2f63cb23c	3
3	NBUBVG_1a32663b-3072-4adc-9efd-71d91cdf359c	6
3	NBUBVG_1a6ffa99-c3c3-414d-b273-9dac072de0b7	3
3	NBUBVG_1a94a363-b894-4ebc-ada8-76b82e87896f	3
3	NBUBVG_1abbb066-c965-414c-a7d6-264951279aed	2
3	NBUBVG_1af0a2cb-7335-49e3-874c-5ed18f2bc017	3
3	NBUBVG_1af6cfd7-ff35-4001-a7ee-07e446362c2e	3
3	NBUBVG_1b42de5d-d020-4e52-8873-3e3079f9fedb	3
3	NBUBVG_1b5298eb-e300-4590-8be8-274a1c90097c	3
3	NBUBVG_1b7bcd63-ef97-497f-8e81-b8eb6f923f9a	3
3	NBUBVG_1b7db50e-2800-4d3e-abab-62d1ffac5513	3
3	NBUBVG_1b811107-5768-4955-8e59-e701fa1b3fdc	3
3	NBUBVG_1b84b257-be88-47b0-ae73-35e1ddd78205	4
3	NBUBVG_1b942ce7-9afc-422c-800f-f5ffec4ee51e	3
3	NBUBVG_1bb935e8-ab99-40b1-aee9-4b37bffb5e34	3
3	NBUBVG_1bbb3d87-9ee8-473e-a2f7-f4beb7c341a6	3
3	NBUBVG_1bbdd9ae-5085-4a05-8e15-fa76e92433f1	3
3	NBUBVG_1bcc733c-c13f-42fe-b18e-79311eca3171	3
3	NBUBVG_1bd2e82b-eea9-454a-8fca-53b4a7ab387f	3
3	NBUBVG_1be1a5d7-489e-46ed-b026-3be55241ae25	3
3	NBUBVG_1c3f772e-a5b8-47d5-a308-488d4a4e99c6	3
3	NBUBVG_1c477ce0-36d5-4b60-9911-478951c4f6f6	1
3	NBUBVG_1c65eb1f-d46b-4305-9347-700b9f3a2b3b	7
3	NBUBVG_1c7d4fdb-dd1d-4030-a127-93ddc3061172	2
3	NBUBVG_1c8592ce-72d7-47f3-8c06-0d63d9215c3f	3
3	NBUBVG_1c900f68-bb9f-406e-aace-f00473259b7d	3
3	NBUBVG_1caa960e-aa15-4a02-a0b0-dc2c95d22d8d	3
3	NBUBVG_1cbaeee9-6119-40dd-82ad-56339d89c7d9	3
3	NBUBVG_1cc10333-b2eb-4df8-95f8-aa074379e8fd	2
3	NBUBVG_1cc9b1b0-7166-42c7-8ae1-cab92cf590a5	2
3	NBUBVG_1d0a3a10-8b2c-4486-ba88-81a41389b2c7	2
3	NBUBVG_1d3a8c6a-09c1-4f7a-a949-2c2115fe728a	3
3	NBUBVG_1d5ab907-6ba3-42cd-a05d-0daa06a5a5df	2
3	NBUBVG_1d5c7601-3a04-409a-a370-78d1d7a9f278	3
3	NBUBVG_1d7d7657-734e-4f4b-a9f3-027afb71390f	3
3	NBUBVG_1d84dff8-42d0-4397-a199-3e97aa707420	3
3	NBUBVG_1d9dbe05-4175-417e-8183-69b40764e7cc	2
3	NBUBVG_1da1387e-dd76-42b0-bf2c-f33d72ce0a16	3
3	NBUBVG_1da4eb5d-454b-4047-8a3d-af813cc84cfd	3
3	NBUBVG_1dad0d6f-0679-48a4-b274-3bfa9e0bffc6	3
3	NBUBVG_1db3c338-fa02-4a03-9790-cdc384622ee2	2
3	NBUBVG_1dcb6083-8975-40d3-956e-17fb1101743c	2
3	NBUBVG_1dcbaa75-a8e5-4800-b74d-52d6fe946f21	4
3	NBUBVG_1df1204f-b7be-4917-bf26-097341915b49	3
3	NBUBVG_1e02f256-af31-41a3-b978-0a9cceaf8d15	2
3	NBUBVG_1e1d2d25-f2cb-4a99-ac30-f6c0f25cc2b1	3
3	NBUBVG_1e22ecdf-8d6e-4425-8b17-6cbcdbd96e6e	3
3	NBUBVG_1e2a0fb0-2bd6-40c9-abaa-beaaff31a691	3
3	NBUBVG_1e2f0505-3f59-4f15-a974-f2202e40c7b0	3
3	NBUBVG_1e73f381-3ec9-4104-bec5-d1503f92b7f1	3
3	NBUBVG_1e9482a6-ac1b-4bae-878b-39db26ae82b6	3
3	NBUBVG_1ea6131b-e993-4f60-a26e-ae9da192fc42	3
3	NBUBVG_1ea7eb52-76b7-48fd-a486-e5949f13094c	3
3	NBUBVG_1eba018e-6b1b-4f36-98ab-2f074173a0c8	2
3	NBUBVG_1ec423d0-4677-44c2-a01b-498921acac0b	5
3	NBUBVG_1ec600ae-fc27-4a0b-9c2d-88176453e081	6
3	NBUBVG_1ed950fa-bc2d-4a44-af6f-6f8322e6c064	3
3	NBUBVG_1ede767e-878d-41bf-860e-3a6319dff7df	3
3	NBUBVG_1edf0cab-7d9e-460b-9ddb-ffa19db51ed8	3
3	NBUBVG_1ef29b37-62a0-4996-b758-deb8ed87b4c6	4
3	NBUBVG_1efa1e59-03a5-47ac-afda-295137252d02	2
3	NBUBVG_1f0ef890-e485-4738-b850-75d1f7e1a3ba	3
3	NBUBVG_1f273700-34b3-4232-99c8-6329bf94710e	3
3	NBUBVG_1f86fe29-d29a-473f-adcc-1c1e51275c28	3
3	NBUBVG_1fa11908-a6fc-437f-8e9a-0b8298ff6d89	3
3	NBUBVG_1fa47438-e888-4bae-9d1f-06c34651bb1e	4
3	NBUBVG_1fa48e06-e14a-4c35-ade6-e7c620efff3d	3
3	NBUBVG_1fb04753-dcf9-4fe7-ba80-537beb663b67	3
3	NBUBVG_1fe1537a-3387-46d1-a7fc-6790e956c034	2
3	NBUBVG_1fe55cef-81f8-4191-b074-878cb55219f5	3
3	NBUBVG_1ff5d743-0037-43a2-a19c-295308f4ce5b	2
